0,0.138706
1,0.146706
2,0.154706
3,0.162706
4,0.170706
5,0.178706
6,0.186706
7,0.194706
8,0.202706
9,0.210706
10,0.218706
11,0.226706
12,0.234706
13,0.242706
14,0.250706
15,0.258706
16,0.266706
17,0.274706
18,0.282706
19,0.290706
20,0.298706
21,0.306706
22,0.314706
23,0.322706
24,0.330706
25,0.338706
26,0.346706
27,0.354706
28,0.362706
29,0.370706
30,0.378706
31,0.386706
32,0.394706
33,0.402706
34,0.410706
35,0.418706
36,0.426706
37,0.434706
38,0.442706
39,0.450706
40,0.458706
41,0.466706
42,0.474706
43,0.482706
44,0.490706
45,0.498706
46,0.506706
47,0.514706
48,0.522706
49,0.530706
50,0.538706
51,0.546706
52,0.554706
53,0.562706
54,0.570706
55,0.578706
56,0.586706
57,0.594706
58,0.602706
59,0.610706
60,0.618706
61,0.626706
62,0.634706
63,0.642706
64,0.650706
65,0.658706
66,0.666706
67,0.674706
68,0.682706
69,0.690706
70,0.698706
71,0.706706
72,0.714706
73,0.722706
74,0.730706
75,0.738706
76,0.746706
77,0.754706
78,0.762706
79,0.770706
80,0.778706
81,0.786706
82,0.794706
83,0.802706
84,0.810706
85,0.818706
86,0.826706
87,0.834706
88,0.842706
89,0.850706
90,0.858706
91,0.866706
92,0.874706
93,0.882706
94,0.890706
95,0.898706
96,0.906706
97,0.914706
98,0.922706
99,0.930706
100,0.938706
101,0.946706
102,0.954706
103,0.962706
104,0.970706
105,0.978706
106,0.986706
107,0.994706
108,1.002706
109,1.010706
110,1.018706
111,1.026706
112,1.034706
114,1.042706
115,1.050706
116,1.058706
117,1.066706
119,1.074706
120,1.082706
121,1.090706
122,1.098706
125,1.109002
126,1.118602
127,1.123308
128,1.130706
129,1.138706
131,1.146706
133,1.154706
134,1.162706
135,1.170706
138,1.1852
141,1.1948
142,1.2044
143,1.209106
144,1.213812
146,1.218706
148,1.226706
150,1.234706
152,1.242706
157,1.2572
158,1.271694
161,1.286188
164,1.300682
165,1.305388
167,1.310094
169,1.3148
172,1.319506
173,1.324212
180,1.338706
182,1.3532
188,1.367694
191,1.382188
194,1.396682
197,-1
201,1.411176
203,1.420776
205,1.425482
207,1.430188
212,1.444682
215,-1
222,1.459176
224,1.468776
228,-1
231,-1
234,1.493059
237,-1
239,1.507553
242,1.517153
244,1.521859
246,1.526565
248,1.531271
251,1.540871
253,1.545576
256,1.550282
258,1.554988
260,1.559694
262,1.5644
264,1.569106
265,1.573812
266,1.578518
268,1.583224
269,1.587929
270,1.594706
271,1.602706
274,1.6172
275,1.621906
276,1.626706
277,1.634706
278,1.642706
280,1.650706
282,1.658706
283,1.666706
284,1.674706
289,1.6892
290,1.703694
291,1.7084
292,1.713106
293,1.717812
295,1.722706
297,1.730706
300,1.738706
301,1.746706
307,1.7612
308,1.775694
310,1.790188
311,1.794894
312,1.7996
314,1.804306
316,1.809012
319,1.813718
320,1.818706
325,1.8332
326,1.837906
330,1.8524
338,1.866894
340,1.881388
342,1.895882
344,1.905482
346,1.919976
348,1.924682
351,1.934282
353,1.938988
355,1.943694
357,1.9484
360,1.953106
361,1.957812
367,1.972306
370,1.9868
373,2.001294
376,2.010894
377,2.0156
380,-1
381,2.030094
384,2.039694
386,2.0444
388,2.049106
390,2.053812
393,2.063412
396,2.073012
399,2.082612
401,2.092212
407,2.106706
409,2.116306
411,2.121012
413,2.130612
416,2.140212
418,2.149812
420,2.154518
422,2.159224
425,2.168824
428,2.178424
430,2.183129
433,2.192729
435,2.202329
438,2.211929
442,2.221529
445,2.226235
446,2.230941
448,2.240541
451,2.250141
454,2.259741
455,2.264447
457,2.269153
459,2.273859
461,2.278565
463,2.283271
464,2.287976
466,2.292682
467,2.297388
469,2.302094
471,2.3068
472,2.311506
473,2.316212
474,2.322706
477,2.3372
478,2.341906
479,2.346706
480,2.354706
481,2.362706
483,2.370706
485,2.378706
486,2.386706
487,2.394706
492,2.4092
493,2.423694
494,2.4284
495,2.433106
496,2.437812
498,2.442706
500,2.450706
503,2.458706
504,2.466706
509,2.4812
510,2.495694
512,2.505294
513,2.51
514,2.514706
516,2.519412
518,2.524118
521,2.530706
522,2.538706
527,2.5532
528,2.5628
531,2.577294
533,2.586894
534,2.5916
536,2.596306
538,2.601012
540,2.605718
542,2.610706
546,2.6252
548,2.629906
551,2.6444
554,2.658894
555,2.6636
558,2.6732
560,2.677906
562,2.682612
564,2.687318
568,2.701812
570,2.706518
572,2.716118
576,2.730612
578,2.740212
580,2.749812
584,2.759412
585,2.764118
587,2.768824
590,2.778424
593,2.788024
595,2.792729
598,2.802329
601,2.811929
603,2.821529
606,2.836024
609,2.845624
612,2.855224
613,2.859929
615,2.864635
618,2.874235
621,2.883835
624,2.888541
626,2.898141
629,2.907741
632,2.917341
634,2.926941
637,2.941435
640,2.951035
643,2.960635
644,2.965341
647,2.970047
649,2.979647
652,2.989247
655,2.998847
657,3.003553
660,3.013153
663,3.022753
666,3.032353
668,3.041953
670,3.051553
674,3.061153
677,-1
679,3.070753
680,3.075459
683,3.085059
686,3.094659
689,3.104259
690,3.108965
693,3.118565
696,3.128165
699,3.137765
702,3.147365
703,3.152071
706,3.161671
709,3.171271
712,3.180871
713,3.185576
716,3.195176
719,3.204776
720,3.209482
722,3.214188
724,3.218894
725,3.2236
727,3.228306
729,3.233012
731,3.237718
732,3.242424
734,3.247129
736,3.251835
737,3.256541
738,3.261247
739,3.266706
742,3.2812
743,3.285906
744,3.290706
745,3.298706
746,3.306706
748,3.314706
750,3.322706
751,3.330706
752,3.338706
757,3.3532
758,3.367694
759,3.3724
760,3.377106
761,3.381812
763,3.386706
765,3.394706
768,3.402706
769,3.410706
773,3.4252
774,3.4348
777,3.449294
778,3.454
779,3.458706
781,3.463412
783,3.468118
785,3.474706
787,3.482706
791,3.4972
792,3.501906
795,3.5164
798,3.530894
799,3.5356
801,3.540306
803,3.545012
805,3.549718
807,3.554706
811,3.5692
813,3.573906
815,3.583506
818,3.598
820,3.6076
823,3.6172
825,3.621906
827,3.626612
828,3.631318
833,3.645812
835,3.650518
837,3.660118
840,3.669718
842,3.679318
845,3.688918
849,3.703412
850,3.708118
852,3.712824
855,3.722424
858,3.732024
859,3.736729
862,3.746329
866,3.755929
868,3.765529
870,3.775129
872,3.779835
877,3.794329
878,3.803929
880,3.808635
883,3.818235
886,3.827835
889,3.832541
890,3.842141
893,3.851741
896,3.861341
899,3.870941
900,3.875647
904,3.885247
906,3.894847
909,3.909341
912,3.914047
914,3.923647
917,3.933247
920,3.942847
921,3.947553
924,3.957153
927,3.966753
930,3.976353
932,3.981059
934,3.990659
937,4.000259
940,4.009859
944,-1
945,4.024353
948,4.033953
951,4.043553
954,4.053153
955,4.057859
958,4.067459
961,4.077059
962,4.081765
964,4.086471
967,4.091176
968,4.095882
970,4.100588
972,4.105294
974,4.11
